timestamp,target_x,target_z,actual_x,actual_z,joint1_angle,joint2_angle,joint3_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint1_torque,joint2_torque,joint3_torque,kp,kd,radius,center_x,center_z
1753814328.987066,0.26,0.29000000000000004,0.2596683539968865,0.27890597894985486,0.4195409459194206,1.3731955101632538,0.7950315522925666,-0.03353695003085222,0.016157003682962495,0.006000255158413154,0.0,0.0,0.0,-6.182463723333858,-4.1552135535027155,-0.6419963694054238,0.1,0.4,0.09,0.26,0.2
1753814328.9959369,0.25976523407728735,0.2895933734939759,0.2595369584842747,0.27877733762246176,0.4196787327378672,1.3739226106536675,0.795734915516964,0.019313324886797767,0.04346142148090135,0.04456095508314015,0.0,0.0,0.0,-6.770540788292315,-4.399591152163548,-0.6634575464529251,0.1,0.4,0.09,0.26,0.2
1753814329.004957,0.25953046815457476,0.2891867469879518,0.2593073833590233,0.2783943260678763,0.42010694634132617,1.3751939114093394,0.7966199161473596,0.02242984811996132,0.0709977033063525,0.04477538717458637,0.0747965575959253,0.6608707638108275,0.0051463701947094265,-7.236842731026954,-4.7156461840346635,-0.7336050965593137,0.1,0.4,0.09,0.26,0.2
1753814329.0138972,0.25929570223186205,0.28878012048192775,0.2590409143790443,0.2779609673401958,0.42049818808420586,1.3766246661870236,0.797530148808898,0.019047335855370717,0.07306411871447246,0.04637284226936894,0.053453509322491044,1.2391613446543688,0.047602388625258604,-7.336843681675152,-4.807871519838681,-0.7558346913557449,0.1,0.4,0.09,0.26,0.2
1753814329.1128087,0.2590609363091494,0.28837349397590367,0.2587749365531731,0.2775424458945188,0.4208375256148155,1.3780552157675072,0.7983815735366581,0.01664948936941589,0.07240332866862781,0.04200239998830457,-0.07316152894120542,1.4821759168902808,-0.012259227349156264,-7.31391687670518,-4.796171825633891,-0.7525936263071002,0.1,0.4,0.09,0.26,0.2
1753814329.12217,0.2588261703864368,0.28796686746987954,0.258512828662723,0.27713626890328735,0.42116058429305225,1.3794631588800952,0.7992328862923684,0.016303894109819653,0.07111389941567989,0.04332696387238927,-0.1969279984298597,1.5110353414913604,-0.09444166340747323,-7.289903246872846,-4.777017015728075,-0.7460702674021349,0.1,0.4,0.09,0.26,0.2
1753814329.1308422,0.2585914044637241,0.28756024096385546,0.2582509479498921,0.27673260928517446,0.42149020361583794,1.3808591277768905,0.8000894030256692,0.01684258740219044,0.07071577370685708,0.04326741898419878,-0.2551936519104565,1.1617918268723841,-0.1150192618236553,-7.281897885642721,-4.768673532792741,-0.7425195549486652,0.1,0.4,0.09,0.26,0.2
1753814329.1395667,0.25835663854101143,0.2871536144578314,0.25798955874789076,0.27632837996634096,0.42182978845744623,1.3822506614374348,0.8009391428295052,0.017337151605205894,0.070541147498384,0.04283869708965432,-0.2099608661924136,0.8720341243560461,-0.12510412505758856,-7.281616164759461,-4.764867665239838,-0.739587588874718,0.1,0.4,0.09,0.26,0.2
1753814329.148197,0.25812187261829883,0.2867469879518073,0.257729388638726,0.2759237650603209,0.4221804221630087,1.3836366995826421,0.801773583446186,0.017916822383447967,0.07022717450558097,0.041959984681537416,-0.12747078706582077,0.6587772361054105,-0.12214069675203248,-7.281602154136712,-4.7611291777582405,-0.7365908260251601,0.1,0.4,0.09,0.26,0.2
1753814329.2467961,0.2578871066955862,0.2863403614457832,0.2574678262229009,0.2755190649072294,0.42252280393389524,1.3850383782488764,0.8026050916081513,0.0171952496481807,0.07135631073763432,0.04203268499780646,-0.08009236690153608,0.5338494932034717,-0.1386052606307303,-7.280350771121157,-4.757192760471965,-0.7336509883560555,0.1,0.4,0.09,0.26,0.2
1753814329.25563,0.2576523407728735,0.28593373493975904,0.2572045375075985,0.275114078741648,0.42290893434914756,1.386359050317577,0.8035508136215441,0.020304917699648442,0.0656529487266353,0.04955901958720954,0.004428390358370518,0.3212169443237718,0.04613127249743609,-7.278269944666227,-4.75347800947714,-0.731346302402953,0.1,0.4,0.09,0.26,0.2
1753814329.2646112,0.25741757485016087,0.28552710843373497,0.2569431331290979,0.27470889372930063,0.4232698077665683,1.38775163914076,0.8043619899158404,0.017689539104747853,0.07214442582996711,0.038375332375382126,0.042359979554411474,0.23077956719865977,0.030644828825656,-7.279469839197078,-4.747916708218372,-0.7281171006137498,0.1,0.4,0.09,0.26,0.2
1753814329.2736435,0.2571828089274482,0.2851204819277109,0.2566819608785227,0.27430400979036806,0.4236548470795775,1.3890966154650113,0.8052412682516104,0.020083397794064442,0.06701263520461712,0.046284897333663505,0.06316012318272474,0.17182280099113686,-0.006762883625606595,-7.276527469412285,-4.745691502625394,-0.7249836187135001,0.1,0.4,0.09,0.26,0.2
1753814329.2825747,0.25694804300473556,0.28471385542168676,0.2564200371024513,0.27389952226653197,0.42404856972712246,1.3904298139803788,0.8061310007738337,0.019927157027924858,0.06779809803950662,0.044565389669826344,0.10750416331422574,0.05891999266563344,0.05997336965453148,-7.2760539025036985,-4.739226026233224,-0.7221032942800794,0.1,0.4,0.09,0.26,0.2
